x,y
"В агентство недвижимости в Алании срочно требуется оператор-монтажёр с опытом работы и оборудованием.
Работа на постоянной основе. 
Оплата достойная. 
Для связи пишите сюда - WhatsApp +7 918 907 24 27",0
Ищу помещение в аренду для занятий танцами. В Махмутларе. В лс,0
"Сдаётся уютная квартира 2+1,
в элитном комплексе Elite Life 4 в Авсалларе с полной инфраструктурой, есть всё для комфортного проживания и отдыха!  
до моря 400 м. Цена зависит от срока аренды. Пишите в личку). Квартира от собственника",0
"В Пятницу 16 сентября, играем в Мафию😎 
В игре принимают участие только подростки 12-16 лет😉😎
Махмутлар-Алания
Кто ищет друзей и хочет хорошо провести время в веселой, развивающей игре, напишите в лс",0
"МАХМУТЛАР ЦЕРАЙ ТАУЭР
1+1 , 75 м2
Состоит из 108 квартир.
500 м до моря
50 метров от улицы Ататюрка
Наша квартира полностью меблирована, как видно на фотографиях.
Наша квартира состоит из 1 спальни, 1 гостиной с американской кухней, просторной ванной комнаты и туалета и балкона.
Взносы:500 ТЛ
Особенности комплекса перечислены ниже;
Спа
Парная
Массажный кабинет
Баня
Сауна
Фитнес
Барбекю 
Камелия
Зона отдыха
Детская игровая площадка 
Игровая комната
Крытый и открытый бассейн
Детский бассейн
Открытая и крытая парковка
Лифт
Ресторан
Безопасность
в аренду:1000€
+90 541 610 6155",0
"В нашем головном офисе в Алании
В качестве консультанта по недвижимости
Мы ищем работающего коллеги
ЕЖЕМЕСЯЧНАЯ ЗАРПЛАТА
ПРОДВИЖЕНИЕ ПО СЛУЖБЕ",0
"Всем здравствуйте. Вашему вниманию для долгосрочной аренды представляется отель Scylax Family Club. Отель располагается в конце Махмутлара на первой береговой линии. Варианты проживания: Комнаты категории STANDART вместимостью до 2 человек: 1-3 месяца 6000 лир, 4-8 месяцев 5000 лир в месяц; Комнаты категории FAMILY SUIT вместимостью до 4 человек: 1-3 месяца 10000 лир, 4-8 месяцев 8000 лир в месяц; Комнаты категории FAMILY CONNECTION (номер состоит из 2 комнат) вместимостью до 5 человек: 1-3 месяца 12000 лир, 4-8 месяцев 10000 лир в месяц.   При долгосрочной аренде более 3 месяцев взимается депозит в размере 1 месяца проживания, который по истечении 3 месяцев будет включён в проживание.  В стоимость проживания включено: - пользование всей инфраструктурой отеля (сауна, хамам, бассейн, тренажёрный зал, детская комната, пляж); - в номерах производится уборка, а также замена постельного белья; - организован доступ к стиральным машинам и кухне; - коммунальные платежи входят в стоимость проживания.

При необходимости гостям предоставляется возможность регистрации при отеле для получения вида на жительство.

За дополнительную плату предоставляется:
Завтрак 40 лир с человека;
Ужин 50 лир с человека;
Услуги бара.",0
"Продается квартира 1+1 в махмутларе! на длительный срок! цена:400 евро! с комиссией и депозитом, писать в личку😚",0
"🌇Сниму 0+1, 1+1 долгосрок, до 5000 лир, район Махмутлар . Без комиссии и депозита. Своевременную оплату гарантирую.👍 Предложения в л. с.",0
"#продаю квартиру в Azura Park- комплекс отельного  типа. 
 
БЕЗ КОМИССИЙ. КВАРТИРА ОТ СОБСТВЕННИКА. 

1+1 в Azura Park - комплекс  с шикарной инфраструктурой: сауна, хамам, римская парная, большой бассейн аквапарком, тренажерный зал, закрытый бассейн в зимнее время, детская игровая площадка и тд. 

Подробности в лс.",0
"Куплю мебель 
Кто продаёт  новые или почти новые: 
Диван 
Кровать 180*160
Стол и 4 стула 
Тумба 
Может быть шкаф или ещё что 
Обставляю квартиру 1+1 
Может у кого тоже что есть ещё необходимое?",0
"Срочная продажа Махмутлар🔥🔥🔥 новый дом сдача в октябре 2+1дублекс  Пентхаус с видом на море ,по очень хорошей цене 210.000€

🔥 Комплекс с инфраструктурой 5* отеля 🔥🔥🔥 на огромной территории более 15 000 кв.м.!!!

🔥Открытый панорамный вид на Море, Кале и горы 🔥

Инфраструктура:

✅ Огромный открытый бассейн с аквагорками
✅ Закрытый бассейн 
✅ Собственный закрытый пляж
✅ Лаундж- зоны, ресторан на крыше
✅ Ручей с зонами отдыха (как на Дим чай)
✅ Баскетбольная площадка
✅ Теннисный корт
✅ Большая Авто парковка 
✅ СПА зона, сауна, хамам
✅ Фитнес,  тренажерный зал
✅ Коворкинг зона, кафе-бар, ресторан
✅ Барбекю, беседки для отдыха, парки, беговая дорожка
✅ Детские игровые зоны
✅ Бесплатный трансфер до моря
✅ Безопасность 24/7 - Охрана, видеонаблюдение, консьерж 
✅ В пешей доступности магазины, школы, больница",0
"махмутлар 1+1 Eray ToWer
 квартира в аренду 
С мебелью, с мероприятиями, 600 м до моря 
1000€",0
"Дорогие друзья, кто eдет в Туpцию, всeм нaстоятельно рeкoмендую кaрты MИP от ТINKОFF.
Cейчас идёт в пoдарок бeсплатное oбслуживание, бесплатная доставка карты на дом и бесплатный кардхолдер.
Принимают карту почти в любом месте в Турции (в России везде).
Курс турецкой лиры по данным картам самый минимальный!
Есть бонусы и кэшбеки. Офopмили нeдавно на себя и близких и уже получили около 20 000 рублей назад на карту за покупки. 
Ccылкa на дебетовую карту t.ly/iHC9
Ccылка на крeдитную кapту t.ly/jrIi
Пользуйтесь на здoровье 👍",0
"Здравствуйте,
могу помочь с оформлением всех документов для ВНЖ. 
Я также могу помочь тем, кто хочет нотариально заверенный договор аренды.",0
"Сдаётся уютная квартира 2+1,
в элитном комплексе Elite Life 4 в Авсалларе с полной инфраструктурой, есть всё для комфортного проживания и отдыха!  
до моря 400 м. Цена зависит от срока аренды. Пишите в личку)",0
"⚡Срочно продаётся квартира в ОБА 2+1
❗Подходит под ВНЖ (хозяин гражданин Турции, в собственности более 5 лет)
🔹️100м2
🔹️2 этаж
🔹️2 балкона (1 застеклен)
🔹️В ванных комнатах теплый пол
🔹️900м от моря
🔹️Рядом школа TED, больницы, развитая инфраструктура 
🔹️Бассейн
🔹️Фитнес
🔹️Детская площадка
🔹️Охрана
🔹️Генератор
🔹️Без мебели, только шкафы
🔹️2 кондиционера 

‼️Цена 2.420.000 лир 

Просмотр возможен в любое время😊",0
"📍Аланья

Кто сдаёт комнату для проживания с кондиционером, не далеко от пляжа Клеопатра?

Девушка, 23 года, без вредных привычек, домашнего питомца нет

4000 лир за месяц готова заплатить 

Присылайте пожалуйста варианты в личные сообщения",0
Аренда квартир 1+1 Алания Клеопатра и Махмутлар. Все подробности в ЛС 💌,0
"СРОЧНО Ищу человека на подселение в квартиру 1+1. район Hacet. До моря 10 минут, через дорогу Cuna bazar.
2500 лир с человека в месяц +  депозит 1 месяц. Квартира уютная, чистая,обжитая, все что надо есть. Пишите",0
"Куплю квартиру в Olive City ( Оба, Аланья)от собственника 1+1, 2+1 . Предложения в ЛС. Большая просьба: агентам - не пишите. 
Ищем для себя, не дороже 110 тыс за 1+1",0
"Большой Стендап снова в Алании! 🔥 Три новых комика и два уже любимых:
🕺🏼 Гарик Оганисян
🕺🏼 Гоша Сморгуленко
🕺🏼 Джамбул Кульдеев
🕺🏼 Руслан Халитов
🕺🏼 Антон Лирник

28 августа📍Illusion Event Hall в 21:00 🕘

Покупайте билеты прямо сейчас прямо тут 👈

Цена: от 300 до 1200 лир за место. В цену входит один бесплатный коктейль! Есть трансфер! Нет дресс-кода! 🙂 18+ и афтепати с отличной музыкой!

Бронируйте места заранее!
🤘",0
"Куплю квартиру в Olive City ( Оба, Аланья)от собственника 1+1, 2+1 . Предложения в ЛС.",0
"Без коммисии пентхаус 3+1 от хозяина. Квартира для большой семьи - 200 м2.

Квартира свобона с 1 сентября.

📍30 мн от Махмутлара, Газипаша
 
Стоимость: 900 € в месяц

✅️ВНЖ есть
✅️Кондиционер есть
✅️Интернет есть
✅️3 сан. узла
✅️детские стульчик, люлька, ходунки

🏖До пляжа 5 мн на машине/велосипеде.
🏞Из окон виды на горы, реку.
🏘Рядом банки, Waikiki, пятничный рынок, Migros, школы, садики.
✈️аэропорт 10 минут

Пишите в личку, скину видео",0
"Сдам отличную квартиру 1+1 от собственника. Полностью укомплектована, комплекс элит класса, центр Алании. Можно долгосрочную аренду. Подробности в личку",0
"Сдам шикарную квартиру в аренду 1+1 в Конак премиум район Каргыджак первая береговая линия. 
Инфраструктура 5* отеля. 
Ранее не сдавалась. 
Фото по запросу. 
Свободная с 4 сентября. 
Сутки 100 евро,помесячно оплата обговаривается.
What'sapp +77076250500",0
"Продаётся 1+1 в очень живописном месте в Кестеле.
Квартира просторная, светлая, укомплектована всем необходимым для жизни.

🔹 75 м
🔹 2 балкона 
🔹 посудомоечная машина 
🔹 кондиционеры 
🔹 Wi-Fi
🔹 бассейн 
🔹 консьерж 
🔹 24/7 видеонаблюдение",0
"Добрый вечер
Ребят, подскажите пожалуйста (мб кто знает и разбирается в таких вопросах). Ищу где купить фотоаппарат для новичка, но с перспективой на заработок, работу. Бюджет до 1000$(~17000 лир). 
Буду очень благодарен за советы и подсказки. прошу писать в личные сообщения. 
Спасибо",0
Сдается квартира 3+1 Yekta Alara park . В квартире все есть для проживания . Все вопросы в лс,0
"Грин каньон - красивые пейзажи, местный колорит.
Взрослый 30 евро, дети 6-11 - 15 евро 
Водный баттл,  прогулка на яхте  с остановками для купания в красивейших местах, секреты приготовления гезлеме - лишь малая часть поездки😉 
Включены : трансфер, обед, сопровождение гида
не входит в стоимость - аренда байдарок, вкусняшки и зоопарк 
 По запросу - сброшу видео этого года, т.к. тут публикации ограничены.",0
"Ищем с братом  люкс 2+1 
На месяц в ближайшие даты .
Геолокация от Клеопатры до Кестель. 
интересует 1/2 линия от моря 
новый жк с бассейном ремонт свежий современный. 
Заранее спасибо!",0
"Аланья
Сдаётся квартира 🙌
2+1, на 3 месяца (можно дольше)
Клеопатра, район Сарай

600 метров до моря, 7-8 минут пешком

▫️вода - горячая
▫️ плита - газ+электро
▫️ кондиционера - два
▫️ балкон - большой, с печью для гриля
▫️ стиральная машина, посудомоечная машина, духовка, холодильник, чайник, утюг, пылесос

аренда в месяц 650€
депозит 650€
комиссия 485€
интернет 15€ в месяц (уже подключен и оплачен)
+ оплата счетов вода и электро

Дом турецкий, фото аппартов скину в ЛС",0
"Новость недели! 🔥
Билеты на Третий Большой Стендап В Алании уже можно заказать на нашем сайте вот тут! 
🚀
7 августа в 21:00 на сцене Illusion Event Hall:
🕺🏻 Ирина Приходько
🕺🏻 Антон Лирник
🕺🏻 Андрей Колмачевский
🕺🏻 Эд Мацаберидзе
🕺🏻 Денис Антипин

Билеты - от 300 лир на террасе до 1200 лир за vip-столики.

❗️Каждому гостю - один бесплатный коктейль.

Не забудьте, что деньги с этого концерта мы передаём украинским детям-сиротам, эвакуированным в Турцию! Бронируйте билеты!
🤘",0
"🔥продажа🔥

🏫 CRYSTAL NOVA 

📍район Оба
     
✅2+1
✅около 110кв.м.
✅примерно 7 лет дому 
✅обставленная
✅айдат около 60€/мес
✅этаж 4-5
✅этажность 5
✅почти 1200м до пляжа  
✅инфраструктура: 
⭐️бассейн с аквагорками
⭐️бар у бассейна
⭐️крытый бассейн
⭐️комнаты для массажа
⭐️комната отдыха
⭐️сауна
⭐️хамам
⭐️джакузи 
⭐️парковка
⭐️кинотеатр 
⭐️детская площадка
⭐️зона барбекю
⭐️Теннисный стол, бильярдный стол
⭐️фитнес
⭐️комната для встреч
⭐️Ресторан
⭐️охрана 24/7
🌳богатый сад на территории жк

📌все в шаговой доступности: Аланиум, базар в понедельник, Больница, Метро, Детская площадка, Тахтакале, А101, Бим, Кафе, рестораны, аптеки, банкоматы и многое другое!!!

🏖НЕ УПУСТИ СВОЮ ШИКАРНУЮ КВАРТИРУ У СРЕДИЗЕМНОГО МОРЯ

💶200.000€ 

📱+90 531 722 28 30 Ильяс",0
"Махмутлар.Срочно сдается в аренду комната с балконом и мебелью в комплексе с бассейном и красивой зелёной территорией  для девушки. Комната закрывается на ключ.
Можно на краткий срок  расстояние до моря 150м
Проживают две девушки 
На краткий срок 30 евро день
На месяц 300€
Все вопросы в лс",0
"Сдам квартиру 1+1 на 10 этаже в Альбимо Лофт(р-он Махмутлар) на короткий или долгий срок, со всей инфраструктурой, квартира новая, никто не жил. 
Цена:1300€",0
"Сервис аренды авто с бесплатной доставкой по Аланье. 
Машины покрыты полным КАСКО. 
Русскоговорящие сотрудники и круглосуточная поддержка в дороге. 
Ссылка в профиле",0
"Продаём и сдаём квартиры в аренду,  поможем с покупкой недвижимости,  писать в личку)",0
"Здравствуйте!
Ищу водителя со своим автомобилем на 10 дней +-. 📍Аланья /Конаклы. 
График и оплата в личные сообщения.",0
"Дорогие девушки, ищете своего мастера по бровям?
ОФОРМЛЕНИЕ+ОКРАШИВАНИЕ, а также долговременная укладка
🔸 хна/краска с большой палитрой оттенков от светлого блонда до темного шатена
🔸 коррекция воск/пинцет
🔸 проф.материалы
🔸 уютный чистый салон, район Оба
🔸 подберем удобное вам время
В салоне работают мастера по разным направлениям бьюти 🙌
Пишите в ЛС, Ксения.",0
"Куплю квартиру с собственника или напрямую от застройщика.  Бюджет до 70 000 евро . Рассмотрим все районы Алании . Смотрим себе , не риэлторы",0
"Долгожданная новость! Открываем продажи билетов на Второй Большой Стендап В Алании! 🔥 На сцене - прожжёные стендаперы:
🕺🏻 Андрей Колмачевский
🕺🏻 Эд Мацаберидзе
🕺🏻 Гарик Оганисян
🕺🏻 Вася Медведев и, куда от него деться,
🕺🏻 Антон Лирник 😁
Время: 17 июля 🕘 21:00
Место: 📍 Illusion Event Hall
Цена: от 300 до 1000 лир за билет
👉 Бронируйте места тут! 👈
Билеты можно купить в офисе, доставить курьером, оплатить картой. Есть возможность трансфера. Один коктейль входит в стоимость билета! Хватит читать этот текст, бегите покупать билеты! 😃
🤘",0
"Здравствуйте мы продаем элитную недвижимость в Алании и округе , у нас есть виллы и квартиры готовые а так же на этапе  строительства ,поможем вам и подберем лучшие варианты)",0
"Куплю виллу в Алании (Махмутлар, каргыджак) Бюджет 300-500к. Все предложения в лс.",0
"Иностранец выбирает поближе к морю и с инфраструктурой. Застройщику это все обходится гораздо дороже,чем земля подальше и из благ,один генератор. Отсюда экономия на другом. А местные и сейчас покупают такие дома""как раньше """,0
"Всем привет 
Меня зовут Маша, я фотограф

Ищу моделей на съемки, особенно тех, кто боится работать с камерой, погряз в комплексах - хочет попробовать нечто новое
Я работаю с живыми кадрами, натуральные улыбки, смех и эмоции + интересная идея 
Снимаю за минимальную цену
Пишите - покажу работы😊",0
"☀️☀️☀️Доброго времени суток!!! Выполняю генеральную , ежедневную, а также разовую уборку квартир 🧹🧽. Работаю на совесть!",0
"Делюсь опытом.

Осторожно с вот этой конторой: TURK HOME, на Барбароса находятся.
https://goo.gl/maps/9YoR9DNRHi9GQ7V89
не советую получать у них никаких услуг. Хамское отношение директора, махинации с договором аренды, и враньё менеджера, который изначально вёл сделку.

Если у кого-то есть плачевный опыт сотрудничества с ними , прошу связаться со мной.",0
"Всем привет! Есть у кого проверенные контакты, кто делает икамет под ключ? Не хочу заморачиваться с арендой и так далее потому, что точный срок пребывания не известен.",0
"Ребята, всем привет, ищем людей, компанию, поехать в Фетхие (Олюдениз на пару дней и Гечек на пару дней), план поездки:
Едем в Олюдениз на три дня, затем Гечек 2-3 дня и на обратном пути на день можно в Фетхие. Планируем и там, и там снимать небольшие виллы (примерно 150-200$ сутки, с большой территорией, собственным бассейном и спа). Хотим провести весело время, водные развлечения, море, посмотреть достопримечательности и т.д. Бюджет на неделю выйдет около 500-700$ с человека, зависит от ваших хотелок) кому интересно - буду рад увидеть вас в лс)",0
"это ещё много!
кроме Стамбула, Анкары и Измира нигде в Турции нет приличного интернета и тем более оптики - везде допотопный DSL, который даже теоретически не может дать больше.

// умники, которые верят в оптику (fiber), уточните, какой канал идёт перед понтовой оптикой по дому - а это обычный двухжильный или коаксиальный кабель с пропускной способностью 10Mbps ))",0
"☀️☀️☀️Доброго времени суток!!! Выполняю генеральную , ежедневную, а также разовую уборку квартир 🧹🧽. Работаю на совесть!
Буду благодарна предложениям🙏",0
"Не могу раскрыть секрет. Кто ищет, тот найдёт. 300 лир посуточная аренда 7500 месяц",0
"🔴 Є можливість допомогти з кімнатою в Махмутларі для Українців жінки/дівчини або чоловіка/хлопця без реєстрації

з ~29 травня на місяць-два квартира 2+1 з двома душовими/туалетами буде повністю вільна

зараз проживає жінка 1948р.н. 🌈",0
"Добрый вечер. 
Через приложение Biletix кому-то удавалось купить билет на концерт?
Платеж с турецкой карты не проходит.
Что делать,посоветуйте,пожалуйста",0
"за коммерческие объявления по аренде недвижимости. Тут чат взаимопомощи.

очевидно, что аренда - всегда очень актуальна, и заваливать объявлениями аренды лучше специализированые чаты, которых предостаточно.

читайте правила",0
"☀️☀️☀️Доброго времени суток!!!            Выполняю генеральную , ежедневную, а также разовую уборку квартир. 
Работаю на совесть!
Буду благодарна предложениям🙏🙏🙏",0
"Аланья Оба (Аренда на 3-4-5-6 месяцев) 
     📍 2+1
     📍 Быстрый интернет
     📍 50 метров пешком до пляжа
     📍 2 этаж
     📍Расположен в центре
     📍Кондиционер, телевизор , гладильная доска, духовка, посуда, горячая вода
     📍 Есть залог (300 евро), БЕЗ КОМИССИИ
    Аренда 700 евро
    предоплата за 3 месяца",0
"Аренда квартиры от собственника Обамы без комиссии, сдается с 1 мая по 1 октября (5 месяцев), пиляпито филяпитибирев",0
"Аренда квартиры от собственника Оба без комиссии, сдается с 1 мая по 1 октября (5 месяцев), пишите для получения подробной информации",0
"Добрый день. Кто брал в аренду мопед на долгий срок? Подскажите Контакты, можно в лс.",0
"РАСПРОСТРАНИТЕ ВСЕМ УКРАИНЦАМ: информация для тех кто хочет быть в Турции более 90 дней и не оформлять ВНЖ:
позавчера мы лично вылетели из Турции на самолёте из Стамбула, в Турции мы были около 108 дней, на пограничном контроле нас отправили в миграционную службу аэропорта, там нам поставили на билетах штамп (что-то вроде, разрешён выезд) и потом на пограничном контроле пропустили без проблем. Мы не платили штраф, нам не ставили депортацию и сказали, что мы можем вернуться в Турцию в любое время, хоть через пару дней. Поэтому ту информацию которая говорит миграционная служба в Алании украинцам, что при выезде проблем не будет - действительно правдивая. Если есть вопросы - пишите в личку, но вроде всё описал.",0
"1) Для Украинцев - помощь в обмене Вашей наличной гривны на лиры или доллары по Анталии, Алании, Стамбулу, Измиру, Анкаре + помощь с отправкой гривны на карты в Украину, если надо кому-то отправить туда

ВАЖНО - обменом сам не занимаюсь, просто подсказываю варианты, как решить вопрос  без особых потерь

2) Для Всех - побуду АНТИриэлтором по Анталии и соседним городкам и отвечу на вопросы, расскажу, как бюджетно переночевать от 1 ночи до недели, как снять комнату, если нет денег на квартиру, как снять квартиры за адекватные деньги и не переплачивать

Вопросы в Личку",0
"ДЕТСКИЙ САД В АЛАНИИ 👦👧

Всем привет! Я хочу найти детский сад для ребёнка 4 лет. Я пролистала историю чата, там не очень много вариантов. Я сама потихоньку ищу информацию и буду рада советам и кооперации.

Пожалуйста, подскажите:

1. Если вы уже разбирались с этим вопросом, что можете сказать? Какие есть сады русские?
2. Может, есть английские детские сады?
3. Может, у вас ребёнок холит в турецкий сад?
4. Что нужно для поступления в сад?
5. Ну и другие полезные наблюдения, правила и т.д. которыми вы можете поделиться.

6. Может, вы ещё ничего не знаете, но тоже планируете в скором времени ребёнка отдать в сад? Тоже напишите мне в личку, пожалуйста! Будем держаться вместе 😄

В идеале я бы хотела в англоязычный сад отдать, если такие есть. Если нет, в русский или турецкий (но будет классно, если в группе будут русские дети, чтобы вместе было не так страшно и одиноко им)) или русскоговорящие воспитатели/нянечки)
Спасибо!",0
"Два  очаровательных щенка йоркширского терьера ( девочка и мальчик) очень хотят обрести любящую и ответственную семью❤️ Щеночки полностью здоровы, от чистокровных родителей! Малыши рождены 26.01.2022, готовы  переехать в новый дом!Проведен осмотр у ветеринара и плановая дегельминтизация!
Тот, кто говорит, что счастье не купишь, никогда не покупал щенка🥰
Подробности ТОЛЬКО В ЛИЧНЫЕ СООБЩЕНИЯ",0
"Мы ищем коллег в наше агентство недвижимости, которое откроется 1 мая.  Подробности можете написать в личные сообщения.",0
"Квартира в аренду
 Авсаллар

 1+1 400€
 2+1 450€",0
"Сегодня кто-то писал что сами все подали, что там не сложно и даже не требовали договор аренды. Попросили назвать адрес проживания",0
Добрый вечер! Подскажите пожалуйста есть в чате риелторы для покупки недвижимости?,0
"Друзья, мы ищем коллег для консультирования по недвижимости.  Желающие работать могут написать мне в приват.",0
"Любой, кто ищет квартиру для аренды или продажи, может связаться со мной.  У нас много свободных квартир.",0
2 плюс 1 квартира в аренду в Махмутларе Торос 650 евро,0
"👑FAST INVEST👑
Контакт для аренды квартиры

Alanya / Mahmutlar",0
"Здравствуйте, Мы ищем коллег для консультирования по недвижимости.  Если вы хотите работать, вы можете написать сообщение для уточнения деталей.",0
"Сдаётся квартира от собственника
Без комиссии,  без мебели,
Турецкий дом
с предоплатой на 3 месяца 
Сдаётся на 6-7месяцев
Аланья центр
( возле вокзала)
2комнаты+кухня
2 балкона 
Второй этаж
До пляжа Клеопатра  100м
Пляж N14
400$",0
"Друзья, меня зовут Калугина Марина, я психолог, психотерапевт. Работаю в том числе с посттравматическим стрессовым расстройством, с которым сейчас столкнулись украинцы и частично россияне и белорусы. Предлагаю помощь в реабилитации. На данный момент готова выделить 4 часа в неделю бесплатных консультаций. 8 часов платных, но с большой Скидкой.
Рада быть полезной в это сложное время!",0
привет. куплю/возьму в аренду роутер. или пните плиз в магазин где можно добыть ),0
"Завтра буду делать заказ Amway чисто для себя и знакомых. 

Кстати, цены на продукцию Амвей в Турции ниже процентов на 40%, чем в других странах. ( возможно это связанно с тем, что курс Лиры упал и они ещё работают по старому курсу )


Так что, любимые товары стали ещё доступнее. Витамины NUTRILITE, косметика ARTISTRY, бытовая химия так далее. 

Узнать цены, пишите в личку.


P.S. Отдам по закупке. Не бизнес. Просто хочу помочь, кто ищет. Знаю, что такие реально есть.",0
Ищу машину в аренду на пару месяцев. Автомат. Предложения в ЛС.,0
"🔥Аэропорт города Лейпциг, Германия
Сотрудник авиакомпании @SunExpress отказался регистрировать багаж и выдавать посадочный талон на рейс Лейпциг-Анталия для гражданки Украины. Аргумент: «нам запретили садить на рейс граждан Украины, России и Белоруссии. Мы отправили запрос в центральный офис, ждите» 
Маме 74 года, она пережила послевоенный голод 50-х, нищету, унижения за репрессированного прадеда, унижения «хохлушка» и за общение на украинском языке в советское время. Мама с болью в сердце пережила бомбежку и эвакуацию из Украины в нынешней войне. 
Вчера пожилую, уставшую женщину унизили, как гражданку Украины. Она стояла, просила и плакала.
Ни доводы, ни мои финансовые гарантии, ни ее слёзы не помогали.
Полтора часа ожидания, звонок вице-консулу Украины в Анталии и маму пропускают.
Турция говорит «принимаем, помогаем», но на деле оказалось это слова.
Буду подавать жалобу на действия @SunExpress

Leipzig airport, Germany
Yesterday, my mother was humiliated as a citizen of Ukraine. @SunExpress accompany staff refused to check in luggage and issue a boarding pass for a Ukrainian citizen for a Leipzig-Antalya flight.  Argument: “We were forbidden to board citizens of Ukraine, Russia and Belarus.  We sent a request to the central office, please wait""
 My mom is 74 years old, she survived the post-war famine of the 50s, poverty, humiliation for the repressed great-grandfather, the humiliation of the “Khokhlushka” and for communicating in Ukrainian in Soviet times. She survived the bombing and evacuation from Ukraine in the current war.
 The old lady was humiliated as a citizen of Ukraine.  She stood and begged and cried.
 Neither arguments, nor my financial guarantees, nor her tears helped.
 An hour and a half of waiting. We contacted to the vice-consul of Ukraine in Antalya and my mother was let through.
 Turkey says “we accept, we help”, but in fact it turned out to be words.

#respect #peace #motherlove #standwithukraine

instagram.com/p/Ca98k2GtXGN
facebook.com/story.php?story_fbid=1945664025619655&id=100005282283245",0
"Здравствуйте, сколько сейчас будет стоить в среднем аренда квартиры 1+1 на 6 мес с ВНЖ?",0
"🔥 Best Home 20 🔥 

🏡Сдаются аппартаменты 1+1 в современном комплексе Best Home 20

📌РАСПОЛОЖЕНИЕ: Алания Центр

💰ЦЕНА: 
-Цена на 1 неделю: 120€
-Цена на 2 недели: 230€
-Цена на месяц: 420€

🏷В АППАРТАМЕНТАХ ЕСТЬ:
📡  Скоростной WiFi
📺  Домашний кинотеатр
🧽  Стиральная машина
🍗  Холодильник
🧼  Посудомоечная машина
🔌  Фен
🔌  Утюг
🔌  Микроволновая печь

💥В ЖИЛОМ КОМПЛЕКСЕ ЕСТЬ:
🏊🏼‍♀️Летний бассейн (с горкой)
🏊🏽Зимний бассейн
💧Джакузи
🔥Сауна
⚽️Спорт зал

🗺В ПЕШЕЙ ДОСТУПНОСТИ:
🔸Cleopatra Beach (5мин)
🔸Продуктовые (2мин)
🔸Базар (10мин)
🔸Starbucks (10мин)
🔸Порт (10мин)
🔸Автобусная остановка (3мин)

📍ДОПОЛНИТЕЛЬНО:
📝 Для бронирование можно писать лично
💰 Для бронирования заранее, депозит составляет: 100€. Возвращается при выезде.",0
"ТОТАЛЬНАЯ ПСИХОЛОГИЧЕСКАЯ ВОЙНА ДО НАШЕЙ ПОБЕДЫ!

Первый час работы горячей линии «Вернись живым из Украины» ошеломляет ! 

За один час поступило более 100 звонков от родителей военнослужащих РФ: абсолютное большинство войны с Украиной не хотят и в шоке, что их дети оказались в чужой стране. 

Вот несколько примеров таких звонков из путинско-фашистской России:

Мама Еременко Оксана из Краснодара ищет сына Еременко Данила, 21.08.2001 года рождения, контрактник, из Краснодара, служил в Крыму, воинская часть возле Симферополя. Мама знает, что идёт война, хочет найти сына и вернуть домой. 

Жена ищет Сизова Александра Сергеевича, 02.03.1992 года рождения, солдат, контрактник  с 2017 года в/ч 54801 находится в г. Ставрополь, знают, что Россия воюет с Украиной, уже распространяют информацию, что нужно забирать своих мужей и сыновей, очень боятся преследований

Отец (живет в Росиии) и брат (живет в Таджикистане) ищут Шаропова Сухробджона, 22.04.2002 года рождения,  солдат контрактник, воинская часть находится в посёлке Калининец Московской области, служит с 09.2021 года, знают, что Россия воюет с Украиной, не знали куда поехал, не выходит на связь, очень хотят вернуть его, рассказывают знакомым где могут быть их мужья и дети. 

То ли еще будет!

Криком кричать будете, чтобы войну остановить!

РЕПОСТ И МАССОВЫЙ СПАМ ЭЛЕКТРОННЫХ ПОЧТ РОССИЯН ВИДЕО СОЖЖЁННОЙ ТЕХНИКИ, ТРУПОВ, РАНЕНЫХ И ПЛЕННЫХ. ПЛЮС ССЫЛКА НА ГОРЯЧУЮ ЛИНИЮ «ВЕРНИСЬ ЖИВЫМ ИЗ УКРАИНЫ».

ТОТАЛЬНАЯ ПСИХОЛОГИЧЕСКАЯ ВОЙНА ДО НАШЕЙ ПОБЕДЫ!",0
"🔴 в нашем чате нет диктатуры  и я прошу написать каждого мнение, пожелание, замечание, ... особенно касательно помощи в поиске жилья, информирования о событиях в Украине...

особенно учитывая военное время",0
